dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,weather_label
2011-01-01,1,0,1,10,0,6,0,1,0.36734693877551017,0.76,0.298224991183731,12,24,36,1,0,1,0,6,0,2,0.344167,0.805833,0.160446,331,654,985,Berawan
2011-01-01,1,0,1,11,0,6,0,1,0.3469387755102041,0.81,0.33337251675091106,26,30,56,1,0,1,0,6,0,2,0.344167,0.805833,0.160446,331,654,985,Berawan
2011-01-01,1,0,1,12,0,6,0,1,0.4081632653061224,0.77,0.33337251675091106,29,55,84,1,0,1,0,6,0,2,0.344167,0.805833,0.160446,331,654,985,Berawan
2011-01-01,1,0,1,13,0,6,0,2,0.4489795918367347,0.72,0.3508875044081345,47,47,94,1,0,1,0,6,0,2,0.344167,0.805833,0.160446,331,654,985,Berawan
2011-01-01,1,0,1,14,0,6,0,2,0.4489795918367347,0.72,0.33337251675091106,35,71,106,1,0,1,0,6,0,2,0.344167,0.805833,0.160446,331,654,985,Berawan
2011-01-01,1,0,1,15,0,6,0,2,0.42857142857142855,0.77,0.3508875044081345,40,70,110,1,0,1,0,6,0,2,0.344167,0.805833,0.160446,331,654,985,Berawan
2011-01-01,1,0,1,16,0,6,0,2,0.4081632653061224,0.82,0.3508875044081345,41,52,93,1,0,1,0,6,0,2,0.344167,0.805833,0.160446,331,654,985,Berawan
2011-01-01,1,0,1,17,0,6,0,2,0.42857142857142855,0.82,0.33337251675091106,15,52,67,1,0,1,0,6,0,2,0.344167,0.805833,0.160446,331,654,985,Berawan
2011-01-01,1,0,1,18,0,6,0,3,0.4081632653061224,0.88,0.298224991183731,9,26,35,1,0,1,0,6,0,2,0.344167,0.805833,0.160446,331,654,985,Berawan
2011-01-01,1,0,1,19,0,6,0,3,0.4081632653061224,0.88,0.298224991183731,6,31,37,1,0,1,0,6,0,2,0.344167,0.805833,0.160446,331,654,985,Berawan
2011-01-01,1,0,1,20,0,6,0,2,0.3877551020408163,0.87,0.298224991183731,11,25,36,1,0,1,0,6,0,2,0.344167,0.805833,0.160446,331,654,985,Berawan
2011-01-01,1,0,1,21,0,6,0,2,0.3877551020408163,0.87,0.22804749030210417,3,31,34,1,0,1,0,6,0,2,0.344167,0.805833,0.160446,331,654,985,Berawan
2011-01-01,1,0,1,22,0,6,0,2,0.3877551020408163,0.94,0.2631950158692841,11,17,28,1,0,1,0,6,0,2,0.344167,0.805833,0.160446,331,654,985,Berawan
2011-01-01,1,0,1,23,0,6,0,2,0.4489795918367347,0.88,0.3508875044081345,15,24,39,1,0,1,0,6,0,2,0.344167,0.805833,0.160446,331,654,985,Berawan
2011-01-02,1,0,1,0,0,0,0,2,0.4489795918367347,0.88,0.3508875044081345,4,13,17,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,1,0,0,0,2,0.42857142857142855,0.94,0.298224991183731,1,16,17,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,2,0,0,0,2,0.4081632653061224,1.0,0.33337251675091106,1,8,9,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,3,0,0,0,2,0.4489795918367347,0.94,0.22804749030210417,2,4,6,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,4,0,0,0,2,0.4489795918367347,0.94,0.22804749030210417,2,1,3,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,6,0,0,0,3,0.4081632653061224,0.77,0.3508875044081345,0,2,2,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,7,0,0,0,2,0.3877551020408163,0.76,0.22804749030210417,0,1,1,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,8,0,0,0,3,0.3877551020408163,0.71,0.2631950158692841,0,8,8,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,9,0,0,0,2,0.36734693877551017,0.76,0.2631950158692841,1,19,20,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,10,0,0,0,2,0.3469387755102041,0.81,0.2631950158692841,7,46,53,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,11,0,0,0,2,0.3469387755102041,0.71,0.298224991183731,16,54,70,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,12,0,0,0,2,0.3469387755102041,0.66,0.3508875044081345,20,73,93,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,13,0,0,0,2,0.3469387755102041,0.66,0.15786998942047725,11,64,75,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,14,0,0,0,3,0.3469387755102041,0.76,0.22804749030210417,4,55,59,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,15,0,0,0,3,0.326530612244898,0.81,0.19301751498765723,19,55,74,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,16,0,0,0,3,0.326530612244898,0.71,0.19301751498765723,9,67,76,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,17,0,0,0,1,0.326530612244898,0.57,0.22804749030210417,7,58,65,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,18,0,0,0,2,0.3469387755102041,0.46,0.38603502997531447,10,43,53,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,19,0,0,0,1,0.30612244897959184,0.42,0.5263900317385682,1,29,30,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,20,0,0,0,1,0.2857142857142857,0.39,0.42106500528976143,5,17,22,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,21,0,0,0,1,0.2448979591836735,0.44,0.38603502997531447,11,20,31,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,22,0,0,0,1,0.22448979591836735,0.44,0.3508875044081345,0,9,9,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-02,1,0,1,23,0,0,0,1,0.20408163265306123,0.47,0.19301751498765723,0,8,8,1,0,1,0,0,0,2,0.363478,0.696087,0.248539,131,670,801,Berawan
2011-01-03,1,0,1,0,0,1,1,1,0.20408163265306123,0.44,0.42106500528976143,0,5,5,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,1,0,1,1,1,0.1836734693877551,0.44,0.49124250617138826,0,2,2,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,4,0,1,1,1,0.14285714285714288,0.47,0.45621253085694136,0,1,1,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,5,0,1,1,1,0.14285714285714288,0.47,0.33337251675091106,0,3,3,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,6,0,1,1,1,0.12244897959183676,0.5,0.45621253085694136,0,30,30,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,7,0,1,1,1,0.12244897959183676,0.5,0.22804749030210417,1,63,64,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,8,0,1,1,1,0.12244897959183676,0.5,0.33337251675091106,1,153,154,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,9,0,1,1,1,0.14285714285714288,0.43,0.45621253085694136,7,81,88,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,10,0,1,1,1,0.163265306122449,0.43,0.298224991183731,11,33,44,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,11,0,1,1,1,0.1836734693877551,0.4,0.38603502997531447,10,41,51,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,12,0,1,1,1,0.20408163265306123,0.35,0.3508875044081345,13,48,61,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,13,0,1,1,1,0.22448979591836735,0.35,0.33337251675091106,8,53,61,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,14,0,1,1,1,0.2448979591836735,0.3,0.33337251675091106,11,66,77,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,15,0,1,1,1,0.2448979591836735,0.3,0.298224991183731,14,58,72,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,16,0,1,1,1,0.2448979591836735,0.3,0.298224991183731,9,67,76,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,17,0,1,1,1,0.22448979591836735,0.3,0.2631950158692841,11,146,157,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,18,0,1,1,1,0.22448979591836735,0.32,0.12284001410603033,9,148,157,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,19,0,1,1,1,0.1836734693877551,0.47,0.0,8,102,110,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,20,0,1,1,1,0.1836734693877551,0.47,0.12284001410603033,3,49,52,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,21,0,1,1,1,0.163265306122449,0.64,0.15786998942047725,3,49,52,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,22,0,1,1,1,0.12244897959183676,0.69,0.15786998942047725,0,20,20,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-03,1,0,1,23,0,1,1,1,0.163265306122449,0.55,0.12284001410603033,1,11,12,1,0,1,0,1,1,1,0.196364,0.437273,0.248309,120,1229,1349,Cerah
2011-01-04,1,0,1,0,0,2,1,1,0.14285714285714288,0.55,0.12284001410603033,0,5,5,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,1,0,2,1,1,0.14285714285714288,0.59,0.12284001410603033,0,2,2,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,2,0,2,1,1,0.12244897959183676,0.63,0.15786998942047725,0,1,1,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,4,0,2,1,1,0.12244897959183676,0.63,0.10532502644880687,0,2,2,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,5,0,2,1,1,0.10204081632653061,0.68,0.12284001410603033,0,4,4,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,6,0,2,1,1,0.10204081632653061,0.74,0.12284001410603033,0,36,36,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,7,0,2,1,1,0.10204081632653061,0.74,0.15786998942047725,2,92,94,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,8,0,2,1,1,0.12244897959183676,0.69,0.19301751498765723,2,177,179,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,9,0,2,1,1,0.14285714285714288,0.64,0.2631950158692841,2,98,100,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,10,0,2,1,2,0.14285714285714288,0.69,0.38603502997531447,5,37,42,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,11,0,2,1,1,0.20408163265306123,0.51,0.3508875044081345,7,50,57,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,12,0,2,1,1,0.20408163265306123,0.51,0.19301751498765723,12,66,78,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,13,0,2,1,1,0.22448979591836735,0.56,0.22804749030210417,18,79,97,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,14,0,2,1,1,0.2448979591836735,0.52,0.2631950158692841,9,54,63,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,15,0,2,1,1,0.2653061224489796,0.52,0.298224991183731,17,48,65,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,16,0,2,1,1,0.2857142857142857,0.49,0.298224991183731,15,68,83,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,17,0,2,1,1,0.2653061224489796,0.48,0.2631950158692841,10,202,212,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,18,0,2,1,1,0.2448979591836735,0.48,0.22804749030210417,3,179,182,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,19,0,2,1,1,0.22448979591836735,0.48,0.12284001410603033,2,110,112,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,20,0,2,1,1,0.22448979591836735,0.48,0.12284001410603033,1,53,54,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,21,0,2,1,1,0.20408163265306123,0.64,0.0,0,48,48,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,22,0,2,1,1,0.20408163265306123,0.64,0.10532502644880687,1,34,35,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-04,1,0,1,23,0,2,1,1,0.1836734693877551,0.69,0.10532502644880687,2,9,11,1,0,1,0,2,1,1,0.2,0.590435,0.160296,108,1454,1562,Cerah
2011-01-05,1,0,1,0,0,3,1,1,0.1836734693877551,0.64,0.0,0,6,6,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,1,0,3,1,1,0.14285714285714288,0.74,0.10532502644880687,0,6,6,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,2,0,3,1,1,0.14285714285714288,0.74,0.10532502644880687,0,2,2,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,4,0,3,1,1,0.22448979591836735,0.48,0.2631950158692841,0,2,2,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,5,0,3,1,1,0.20408163265306123,0.47,0.19301751498765723,0,3,3,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,6,0,3,1,1,0.1836734693877551,0.47,0.2631950158692841,0,33,33,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,7,0,3,1,1,0.163265306122449,0.43,0.22804749030210417,1,87,88,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,8,0,3,1,1,0.1836734693877551,0.4,0.3508875044081345,3,192,195,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,9,0,3,1,1,0.20408163265306123,0.37,0.38603502997531447,6,109,115,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,10,0,3,1,1,0.20408163265306123,0.37,0.38603502997531447,4,53,57,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,11,0,3,1,1,0.2448979591836735,0.33,0.38603502997531447,12,34,46,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,12,0,3,1,1,0.2448979591836735,0.33,0.38603502997531447,5,74,79,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,13,0,3,1,1,0.2653061224489796,0.3,0.3508875044081345,6,65,71,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,14,0,3,1,1,0.2857142857142857,0.28,0.22804749030210417,10,52,62,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,15,0,3,1,1,0.2857142857142857,0.28,0.22804749030210417,7,55,62,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,16,0,3,1,1,0.2857142857142857,0.28,0.10532502644880687,4,85,89,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,17,0,3,1,1,0.22448979591836735,0.38,0.22804749030210417,4,186,190,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,18,0,3,1,1,0.22448979591836735,0.38,0.15786998942047725,3,166,169,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,19,0,3,1,1,0.22448979591836735,0.38,0.12284001410603033,5,127,132,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,20,0,3,1,1,0.20408163265306123,0.47,0.19301751498765723,7,82,89,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,21,0,3,1,1,0.1836734693877551,0.51,0.22804749030210417,3,40,43,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,22,0,3,1,1,0.163265306122449,0.55,0.15786998942047725,1,41,42,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-05,1,0,1,23,0,3,1,1,0.1836734693877551,0.47,0.0,1,18,19,1,0,1,0,3,1,1,0.226957,0.436957,0.1869,82,1518,1600,Cerah
2011-01-06,1,0,1,0,0,4,1,1,0.163265306122449,0.55,0.0,0,11,11,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,1,0,4,1,1,0.14285714285714288,0.64,0.0,0,4,4,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,2,0,4,1,1,0.14285714285714288,0.64,0.0,0,2,2,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,4,0,4,1,2,0.14285714285714288,0.64,0.10532502644880687,0,1,1,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,5,0,4,1,2,0.12244897959183676,0.69,0.10532502644880687,0,4,4,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,6,0,4,1,2,0.12244897959183676,0.63,0.12284001410603033,0,36,36,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,7,0,4,1,2,0.14285714285714288,0.59,0.0,0,95,95,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,8,0,4,1,1,0.14285714285714288,0.59,0.0,3,216,219,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,9,0,4,1,2,0.163265306122449,0.51,0.0,6,116,122,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,10,0,4,1,1,0.1836734693877551,0.47,0.0,3,42,45,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,11,0,4,1,1,0.20408163265306123,0.44,0.10532502644880687,2,57,59,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,12,0,4,1,1,0.2448979591836735,0.35,0.0,6,78,84,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,13,0,4,1,1,0.2448979591836735,0.35,0.12284001410603033,12,55,67,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,14,0,4,1,1,0.2653061224489796,0.36,0.19301751498765723,11,59,70,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,15,0,4,1,1,0.2653061224489796,0.36,0.0,8,54,62,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,16,0,4,1,1,0.2448979591836735,0.38,0.19301751498765723,12,74,86,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,17,0,4,1,1,0.20408163265306123,0.51,0.19301751498765723,9,163,172,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,18,0,4,1,1,0.20408163265306123,0.51,0.15786998942047725,5,158,163,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,19,0,4,1,1,0.20408163265306123,0.55,0.10532502644880687,3,109,112,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,20,0,4,1,1,0.1836734693877551,0.51,0.19301751498765723,3,66,69,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,21,0,4,1,2,0.20408163265306123,0.55,0.2631950158692841,0,48,48,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,22,0,4,1,2,0.20408163265306123,0.51,0.33337251675091106,1,51,52,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-06,1,0,1,23,0,4,1,2,0.1836734693877551,0.59,0.22804749030210417,4,19,23,1,0,1,0,4,1,1,0.204348,0.518261,0.0895652,88,1518,1606,Cerah
2011-01-07,1,0,1,0,0,5,1,2,0.1836734693877551,0.64,0.22804749030210417,4,13,17,1,0,1,0,5,1,2,0.196522,0.498696,0.168726,148,1362,1510,Berawan
2011-01-07,1,0,1,1,0,5,1,2,0.1836734693877551,0.69,0.2631950158692841,2,5,7,1,0,1,0,5,1,2,0.196522,0.498696,0.168726,148,1362,1510,Berawan
2011-01-07,1,0,1,2,0,5,1,2,0.1836734693877551,0.69,0.2631950158692841,0,1,1,1,0,1,0,5,1,2,0.196522,0.498696,0.168726,148,1362,1510,Berawan
2011-01-07,1,0,1,4,0,5,1,2,0.1836734693877551,0.69,0.15786998942047725,0,1,1,1,0,1,0,5,1,2,0.196522,0.498696,0.168726,148,1362,1510,Berawan
2011-01-07,1,0,1,5,0,5,1,3,0.20408163265306123,0.55,0.0,0,5,5,1,0,1,0,5,1,2,0.196522,0.498696,0.168726,148,1362,1510,Berawan
2011-01-07,1,0,1,6,0,5,1,2,0.1836734693877551,0.69,0.0,8,26,34,1,0,1,0,5,1,2,0.196522,0.498696,0.168726,148,1362,1510,Berawan
2011-01-07,1,0,1,7,0,5,1,1,0.1836734693877551,0.69,0.15786998942047725,8,76,84,1,0,1,0,5,1,2,0.196522,0.498696,0.168726,148,1362,1510,Berawan
2011-01-07,1,0,1,8,0,5,1,1,0.1836734693877551,0.51,0.298224991183731,20,190,210,1,0,1,0,5,1,2,0.196522,0.498696,0.168726,148,1362,1510,Berawan
2011-01-07,1,0,1,9,0,5,1,1,0.1836734693877551,0.47,0.3508875044081345,9,125,134,1,0,1,0,5,1,2,0.196522,0.498696,0.168726,148,1362,1510,Berawan
2011-01-07,1,0,1,10,0,5,1,1,0.20408163265306123,0.37,0.38603502997531447,16,47,63,1,0,1,0,5,1,2,0.196522,0.498696,0.168726,148,1362,1510,Berawan
2011-01-07,1,0,1,11,0,5,1,2,0.1836734693877551,0.4,0.2631950158692841,19,48,67,1,0,1,0,5,1,2,0.196522,0.498696,0.168726,148,1362,1510,Berawan
